series_id,year,period,value,Seasonally Adjusted,Measure,Area
LAUST020000000000003          ,2020,M13,         7.8,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M01,         6.9,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M02,         7.1,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M03,         7.4,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M04,         7.0,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M05,         6.4,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M06,         6.5,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M07,         5.9,False,Unemployment Rate,2
LAUST020000000000003          ,2021,M08,         5.1,False,Unemployment Rate,2
LAUST020000000000004          ,2020,M01,       18985,False,Unemployment,2
LAUST020000000000004          ,2020,M02,       18227,False,Unemployment,2
LAUST020000000000004          ,2020,M03,       21832,False,Unemployment,2
LAUST020000000000004          ,2020,M04,       42175,False,Unemployment,2
LAUST020000000000004          ,2020,M05,       41361,False,Unemployment,2
LAUST020000000000004          ,2020,M06,       39160,False,Unemployment,2
LAUST020000000000004          ,2020,M07,       35864,False,Unemployment,2
LAUST020000000000004          ,2020,M08,       20973,False,Unemployment,2
LAUST020000000000004          ,2020,M09,       21941,False,Unemployment,2
LAUST020000000000004          ,2020,M10,       20793,False,Unemployment,2
LAUST020000000000004          ,2020,M11,       21998,False,Unemployment,2
LAUST020000000000004          ,2020,M12,       23032,False,Unemployment,2
LAUST020000000000004          ,2020,M13,       27195,False,Unemployment,2
LAUST020000000000004          ,2021,M01,       24097,False,Unemployment,2
LAUST020000000000004          ,2021,M02,       24507,False,Unemployment,2
LAUST020000000000004          ,2021,M03,       25490,False,Unemployment,2
LAUST020000000000004          ,2021,M04,       24425,False,Unemployment,2
LAUST020000000000004          ,2021,M05,       22576,False,Unemployment,2
LAUST020000000000004          ,2021,M06,       23095,False,Unemployment,2
LAUST020000000000004          ,2021,M07,       21021,False,Unemployment,2
LAUST020000000000004          ,2021,M08,       17925,False,Unemployment,2
LAUST020000000000005          ,2020,M01,      329844,False,Employment,2
LAUST020000000000005          ,2020,M02,      332179,False,Employment,2
LAUST020000000000005          ,2020,M03,      328157,False,Employment,2
LAUST020000000000005          ,2020,M04,      299048,False,Employment,2
LAUST020000000000005          ,2020,M05,      304611,False,Employment,2
LAUST020000000000005          ,2020,M06,      311318,False,Employment,2
LAUST020000000000005          ,2020,M07,      317208,False,Employment,2
LAUST020000000000005          ,2020,M08,      318567,False,Employment,2
LAUST020000000000005          ,2020,M09,      313747,False,Employment,2
LAUST020000000000005          ,2020,M10,      331732,False,Employment,2
LAUST020000000000005          ,2020,M11,      329027,False,Employment,2
LAUST020000000000005          ,2020,M12,      327187,False,Employment,2
LAUST020000000000005          ,2020,M13,      320219,False,Employment,2
LAUST020000000000005          ,2021,M01,      324999,False,Employment,2
LAUST020000000000005          ,2021,M02,      321974,False,Employment,2
LAUST020000000000005          ,2021,M03,      319485,False,Employment,2
LAUST020000000000005          ,2021,M04,      323973,False,Employment,2
LAUST020000000000005          ,2021,M05,      328105,False,Employment,2
LAUST020000000000005          ,2021,M06,      331721,False,Employment,2
LAUST020000000000005          ,2021,M07,      334835,False,Employment,2
LAUST020000000000005          ,2021,M08,      335162,False,Employment,2
LAUST020000000000006          ,2020,M01,      348829,False,Labor Force,2
LAUST020000000000006          ,2020,M02,      350406,False,Labor Force,2
LAUST020000000000006          ,2020,M03,      349989,False,Labor Force,2
LAUST020000000000006          ,2020,M04,      341223,False,Labor Force,2
LAUST020000000000006          ,2020,M05,      345972,False,Labor Force,2
LAUST020000000000006          ,2020,M06,      350478,False,Labor Force,2
LAUST020000000000006          ,2020,M07,      353072,False,Labor Force,2
LAUST020000000000006          ,2020,M08,      339540,False,Labor Force,2
LAUST020000000000006          ,2020,M09,      335688,False,Labor Force,2
LAUST020000000000006          ,2020,M10,      352525,False,Labor Force,2
LAUST020000000000006          ,2020,M11,      351025,False,Labor Force,2
LAUST020000000000006          ,2020,M12,      350219,False,Labor Force,2
LAUST020000000000006          ,2020,M13,      347414,False,Labor Force,2
LAUST020000000000006          ,2021,M01,      349096,False,Labor Force,2
LAUST020000000000006          ,2021,M02,      346481,False,Labor Force,2
LAUST020000000000006          ,2021,M03,      344975,False,Labor Force,2
LAUST020000000000006          ,2021,M04,      348398,False,Labor Force,2
LAUST020000000000006          ,2021,M05,      350681,False,Labor Force,2
LAUST020000000000006          ,2021,M06,      354816,False,Labor Force,2
LAUST020000000000006          ,2021,M07,      355856,False,Labor Force,2
LAUST020000000000006          ,2021,M08,      353087,False,Labor Force,2
LAUST020000000000007          ,2020,M01,        60.4,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M02,        60.8,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M03,        60.1,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M04,        54.8,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M05,        55.8,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M06,        57.1,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M07,        58.2,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M08,        58.4,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M09,        57.5,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M10,        60.8,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M11,        60.4,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M12,        60.0,False,Employment-Population Ratio,2
LAUST020000000000007          ,2020,M13,        58.7,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M01,        59.6,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M02,        59.1,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M03,        58.7,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M04,        59.5,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M05,        60.3,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M06,        60.9,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M07,        61.5,False,Employment-Population Ratio,2
LAUST020000000000007          ,2021,M08,        61.6,False,Employment-Population Ratio,2
LAUST020000000000008          ,2020,M01,        63.9,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M02,        64.2,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M03,        64.1,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M04,        62.5,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M05,        63.4,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M06,        64.3,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M07,        64.7,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M08,        62.3,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M09,        61.6,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M10,        64.7,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M11,        64.4,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M12,        64.3,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2020,M13,        63.7,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M01,        64.1,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M02,        63.6,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M03,        63.4,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M04,        64.0,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M05,        64.4,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M06,        65.2,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M07,        65.4,False,Labor Force Participation Rate,2
LAUST020000000000008          ,2021,M08,        64.9,False,Labor Force Participation Rate,2
LAUST020000000000009          ,2020,M01,      546109,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M02,      545922,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M03,      545866,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M04,      545788,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M05,      545650,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M06,      545489,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M07,      545364,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M08,      545315,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M09,      545254,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M10,      545223,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M11,      545133,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M12,      545002,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2020,M13,      545510,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M01,      544894,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M02,      544693,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M03,      544548,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M04,      544437,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M05,      544323,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M06,      544289,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M07,      544232,False,Civilian Non-Institutional Population,2
LAUST020000000000009          ,2021,M08,      544142,False,Civilian Non-Institutional Population,2
LAUST040000000000003          ,2020,M01,         4.8,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M02,         4.5,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M03,         5.2,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M04,        14.2,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M05,        10.7,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M06,        10.8,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M07,        10.9,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M08,         7.1,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M09,         7.0,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M10,         6.4,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M11,         6.4,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M12,         6.7,False,Unemployment Rate,4
LAUST040000000000003          ,2020,M13,         7.9,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M01,         6.9,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M02,         7.1,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M03,         6.4,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M04,         6.5,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M05,         6.7,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M06,         7.3,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M07,         6.4,False,Unemployment Rate,4
LAUST040000000000003          ,2021,M08,         5.4,False,Unemployment Rate,4
LAUST040000000000004          ,2020,M01,      173912,False,Unemployment,4
LAUST040000000000004          ,2020,M02,      162885,False,Unemployment,4
LAUST040000000000004          ,2020,M03,      186149,False,Unemployment,4
LAUST040000000000004          ,2020,M04,      499744,False,Unemployment,4
LAUST040000000000004          ,2020,M05,      387259,False,Unemployment,4
LAUST040000000000004          ,2020,M06,      385973,False,Unemployment,4
LAUST040000000000004          ,2020,M07,      394487,False,Unemployment,4
LAUST040000000000004          ,2020,M08,      249959,False,Unemployment,4
LAUST040000000000004          ,2020,M09,      249405,False,Unemployment,4
LAUST040000000000004          ,2020,M10,      226423,False,Unemployment,4
LAUST040000000000004          ,2020,M11,      229103,False,Unemployment,4
LAUST040000000000004          ,2020,M12,      239544,False,Unemployment,4
LAUST040000000000004          ,2020,M13,      282070,False,Unemployment,4
LAUST040000000000004          ,2021,M01,      246905,False,Unemployment,4
LAUST040000000000004          ,2021,M02,      253833,False,Unemployment,4
LAUST040000000000004          ,2021,M03,      231829,False,Unemployment,4
LAUST040000000000004          ,2021,M04,      232992,False,Unemployment,4
LAUST040000000000004          ,2021,M05,      243383,False,Unemployment,4
LAUST040000000000004          ,2021,M06,      265866,False,Unemployment,4
LAUST040000000000004          ,2021,M07,      233367,False,Unemployment,4
LAUST040000000000004          ,2021,M08,      194517,False,Unemployment,4
LAUST040000000000005          ,2020,M01,     3413357,False,Employment,4
LAUST040000000000005          ,2020,M02,     3434158,False,Employment,4
LAUST040000000000005          ,2020,M03,     3399392,False,Employment,4
LAUST040000000000005          ,2020,M04,     3023400,False,Employment,4
LAUST040000000000005          ,2020,M05,     3226078,False,Employment,4
LAUST040000000000005          ,2020,M06,     3173552,False,Employment,4
LAUST040000000000005          ,2020,M07,     3215332,False,Employment,4
LAUST040000000000005          ,2020,M08,     3268167,False,Employment,4
LAUST040000000000005          ,2020,M09,     3307908,False,Employment,4
LAUST040000000000005          ,2020,M10,     3323443,False,Employment,4
LAUST040000000000005          ,2020,M11,     3346025,False,Employment,4
LAUST040000000000005          ,2020,M12,     3326990,False,Employment,4
LAUST040000000000005          ,2020,M13,     3288150,False,Employment,4
LAUST040000000000005          ,2021,M01,     3325993,False,Employment,4
LAUST040000000000005          ,2021,M02,     3336407,False,Employment,4
LAUST040000000000005          ,2021,M03,     3367543,False,Employment,4
LAUST040000000000005          ,2021,M04,     3376558,False,Employment,4
LAUST040000000000005          ,2021,M05,     3384626,False,Employment,4
LAUST040000000000005          ,2021,M06,     3390733,False,Employment,4
LAUST040000000000005          ,2021,M07,     3411256,False,Employment,4
LAUST040000000000005          ,2021,M08,     3441222,False,Employment,4
LAUST040000000000006          ,2020,M01,     3587269,False,Labor Force,4
LAUST040000000000006          ,2020,M02,     3597043,False,Labor Force,4
LAUST040000000000006          ,2020,M03,     3585541,False,Labor Force,4
LAUST040000000000006          ,2020,M04,     3523144,False,Labor Force,4
LAUST040000000000006          ,2020,M05,     3613337,False,Labor Force,4
LAUST040000000000006          ,2020,M06,     3559525,False,Labor Force,4
LAUST040000000000006          ,2020,M07,     3609819,False,Labor Force,4
LAUST040000000000006          ,2020,M08,     3518126,False,Labor Force,4
LAUST040000000000006          ,2020,M09,     3557313,False,Labor Force,4
LAUST040000000000006          ,2020,M10,     3549866,False,Labor Force,4
LAUST040000000000006          ,2020,M11,     3575128,False,Labor Force,4
LAUST040000000000006          ,2020,M12,     3566534,False,Labor Force,4
LAUST040000000000006          ,2020,M13,     3570220,False,Labor Force,4
LAUST040000000000006          ,2021,M01,     3572898,False,Labor Force,4
LAUST040000000000006          ,2021,M02,     3590240,False,Labor Force,4
LAUST040000000000006          ,2021,M03,     3599372,False,Labor Force,4
LAUST040000000000006          ,2021,M04,     3609550,False,Labor Force,4
LAUST040000000000006          ,2021,M05,     3628009,False,Labor Force,4
LAUST040000000000006          ,2021,M06,     3656599,False,Labor Force,4
LAUST040000000000006          ,2021,M07,     3644623,False,Labor Force,4
LAUST040000000000006          ,2021,M08,     3635739,False,Labor Force,4
LAUST040000000000007          ,2020,M01,        58.8,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M02,        59.1,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M03,        58.4,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M04,        51.8,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M05,        55.2,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M06,        54.2,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M07,        54.8,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M08,        55.6,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M09,        56.2,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M10,        56.3,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M11,        56.6,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M12,        56.2,False,Employment-Population Ratio,4
LAUST040000000000007          ,2020,M13,        56.1,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M01,        56.1,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M02,        56.1,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M03,        56.6,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M04,        56.6,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M05,        56.7,False,Employment-Population Ratio,4
LAUST040000000000007          ,2021,M06,        56.6,False,Employment-Population Ratio,4
